x,rho,rhou,rhoE,u,p
0.229523,1.19835,0.359504,2.80186,0.3,1.09917
0.229623,1.19836,0.359509,2.80188,0.3,1.09918
0.229723,1.19838,0.359514,2.8019,0.3,1.09919
0.229823,1.19839,0.359518,2.80192,0.3,1.0992
0.229923,1.19841,0.359523,2.80194,0.3,1.09921
0.230023,1.19843,0.359528,2.80196,0.3,1.09921
0.230123,1.19844,0.359533,2.80198,0.3,1.09922
0.230223,1.19846,0.359537,2.802,0.3,1.09923
0.230323,1.19847,0.359542,2.80202,0.3,1.09924
0.230423,1.19849,0.359547,2.80204,0.3,1.09924
0.230523,1.1985,0.359551,2.80206,0.3,1.09925
0.230623,1.19852,0.359556,2.80208,0.3,1.09926
0.230723,1.19853,0.35956,2.8021,0.3,1.09927
0.230823,1.19855,0.359565,2.80212,0.3,1.09927
0.230923,1.19856,0.359569,2.80214,0.3,1.09928
0.231023,1.19858,0.359574,2.80216,0.3,1.09929
0.231123,1.19859,0.359578,2.80218,0.3,1.0993
0.231223,1.19861,0.359583,2.8022,0.3,1.0993
0.231323,1.19862,0.359587,2.80222,0.3,1.09931
0.231423,1.19864,0.359592,2.80224,0.3,1.09932
0.231523,1.19865,0.359596,2.80226,0.3,1.09933
0.231623,1.19867,0.3596,2.80228,0.3,1.09933
0.231723,1.19868,0.359605,2.80229,0.3,1.09934
0.231823,1.1987,0.359609,2.80231,0.3,1.09935
0.231923,1.19871,0.359613,2.80233,0.3,1.09936
0.232023,1.19873,0.359618,2.80235,0.3,1.09936
0.232123,1.19874,0.359622,2.80237,0.3,1.09937
0.232223,1.19875,0.359626,2.80239,0.3,1.09938
0.232323,1.19877,0.35963,2.8024,0.3,1.09938
0.232423,1.19878,0.359634,2.80242,0.3,1.09939
0.232523,1.1988,0.359639,2.80244,0.3,1.0994
0.232623,1.19881,0.359643,2.80246,0.3,1.0994
0.232723,1.19882,0.359647,2.80248,0.3,1.09941
0.232823,1.19884,0.359651,2.80249,0.3,1.09942
0.232923,1.19885,0.359655,2.80251,0.3,1.09942
0.233023,1.19886,0.359659,2.80253,0.3,1.09943
0.233123,1.19888,0.359663,2.80255,0.3,1.09944
0.233223,1.19889,0.359667,2.80256,0.3,1.09944
0.233323,1.1989,0.359671,2.80258,0.3,1.09945
0.233423,1.19892,0.359675,2.8026,0.3,1.09946
0.233523,1.19893,0.359679,2.80261,0.3,1.09946
0.233623,1.19894,0.359683,2.80263,0.3,1.09947
0.233723,1.19896,0.359687,2.80265,0.3,1.09948
0.233823,1.19897,0.35969,2.80266,0.3,1.09948
0.233923,1.19898,0.359694,2.80268,0.3,1.09949
0.234023,1.19899,0.359698,2.8027,0.3,1.0995
0.234123,1.19901,0.359702,2.80271,0.3,1.0995
0.234223,1.19902,0.359705,2.80273,0.3,1.09951
0.234323,1.19903,0.359709,2.80274,0.3,1.09952
0.234423,1.19904,0.359713,2.80276,0.3,1.09952
0.234523,1.19906,0.359717,2.80278,0.3,1.09953
0.234623,1.19907,0.35972,2.80279,0.3,1.09953
0.234723,1.19908,0.359724,2.80281,0.3,1.09954
0.234823,1.19909,0.359727,2.80282,0.3,1.09955
0.234923,1.1991,0.359731,2.80284,0.3,1.09955
0.235024,1.19912,0.359735,2.80285,0.3,1.09956
0.235124,1.19913,0.359738,2.80287,0.3,1.09956
0.235224,1.19914,0.359742,2.80288,0.3,1.09957
0.235324,1.19915,0.359745,2.8029,0.3,1.09958
0.235424,1.19916,0.359749,2.80291,0.3,1.09958
0.235524,1.19917,0.359752,2.80293,0.3,1.09959
0.235624,1.19918,0.359755,2.80294,0.3,1.09959
0.235724,1.1992,0.359759,2.80296,0.3,1.0996
0.235824,1.19921,0.359762,2.80297,0.3,1.0996
0.235924,1.19922,0.359765,2.80299,0.3,1.09961
0.236024,1.19923,0.359769,2.803,0.3,1.09961
0.236124,1.19924,0.359772,2.80302,0.3,1.09962
0.236224,1.19925,0.359775,2.80303,0.3,1.09963
0.236324,1.19926,0.359779,2.80304,0.3,1.09963
0.236424,1.19927,0.359782,2.80306,0.3,1.09964
0.236524,1.19928,0.359785,2.80307,0.3,1.09964
0.236624,1.19929,0.359788,2.80309,0.3,1.09965
0.236724,1.1993,0.359791,2.8031,0.3,1.09965
0.236824,1.19931,0.359794,2.80311,0.3,1.09966
0.236924,1.19933,0.359798,2.80313,0.3,1.09966
0.237024,1.19934,0.359801,2.80314,0.3,1.09967
0.237124,1.19935,0.359804,2.80315,0.3,1.09967
0.237224,1.19936,0.359807,2.80317,0.3,1.09968
0.237324,1.19937,0.35981,2.80318,0.3,1.09968
0.237424,1.19938,0.359813,2.80319,0.3,1.09969
0.237524,1.19939,0.359816,2.8032,0.3,1.09969
0.237624,1.1994,0.359819,2.80322,0.3,1.0997
0.237724,1.19941,0.359822,2.80323,0.3,1.0997
0.237824,1.19941,0.359824,2.80324,0.3,1.09971
0.237924,1.19942,0.359827,2.80325,0.3,1.09971
0.238024,1.19943,0.35983,2.80327,0.3,1.09972
0.238124,1.19944,0.359833,2.80328,0.3,1.09972
0.238224,1.19945,0.359836,2.80329,0.3,1.09973
0.238324,1.19946,0.359839,2.8033,0.3,1.09973
0.238424,1.19947,0.359841,2.80332,0.3,1.09974
0.238524,1.19948,0.359844,2.80333,0.3,1.09974
0.238624,1.19949,0.359847,2.80334,0.3,1.09974
0.238724,1.1995,0.359849,2.80335,0.3,1.09975
0.238824,1.19951,0.359852,2.80336,0.3,1.09975
0.238924,1.19952,0.359855,2.80337,0.3,1.09976
0.239024,1.19952,0.359857,2.80338,0.3,1.09976
0.239124,1.19953,0.35986,2.8034,0.3,1.09977
0.239224,1.19954,0.359863,2.80341,0.3,1.09977
0.239324,1.19955,0.359865,2.80342,0.3,1.09978
0.239424,1.19956,0.359868,2.80343,0.3,1.09978
0.239524,1.19957,0.35987,2.80344,0.3,1.09978
0.239624,1.19958,0.359873,2.80345,0.3,1.09979
0.239724,1.19958,0.359875,2.80346,0.3,1.09979
0.239824,1.19959,0.359877,2.80347,0.3,1.0998
0.239924,1.1996,0.35988,2.80348,0.3,1.0998
0.240024,1.19961,0.359882,2.80349,0.3,1.0998
0.240124,1.19962,0.359885,2.8035,0.3,1.09981
0.240224,1.19962,0.359887,2.80351,0.3,1.09981
0.240324,1.19963,0.359889,2.80352,0.3,1.09982
0.240424,1.19964,0.359891,2.80353,0.3,1.09982
0.240524,1.19965,0.359894,2.80354,0.3,1.09982
0.240624,1.19965,0.359896,2.80355,0.3,1.09983
0.240724,1.19966,0.359898,2.80356,0.3,1.09983
0.240824,1.19967,0.3599,2.80357,0.3,1.09983
0.240924,1.19967,0.359902,2.80358,0.3,1.09984
0.241024,1.19968,0.359905,2.80359,0.3,1.09984
0.241124,1.19969,0.359907,2.8036,0.3,1.09984
0.241224,1.1997,0.359909,2.80361,0.3,1.09985
0.241324,1.1997,0.359911,2.80362,0.3,1.09985
0.241424,1.19971,0.359913,2.80362,0.3,1.09985
0.241524,1.19972,0.359915,2.80363,0.3,1.09986
0.241624,1.19972,0.359917,2.80364,0.3,1.09986
0.241724,1.19973,0.359919,2.80365,0.3,1.09986
0.241824,1.19974,0.359921,2.80366,0.3,1.09987
0.241924,1.19974,0.359923,2.80367,0.3,1.09987
0.242024,1.19975,0.359925,2.80367,0.3,1.09987
0.242124,1.19976,0.359927,2.80368,0.3,1.09988
0.242224,1.19976,0.359928,2.80369,0.3,1.09988
0.242324,1.19977,0.35993,2.8037,0.3,1.09988
0.242424,1.19977,0.359932,2.80371,0.3,1.09989
0.242524,1.19978,0.359934,2.80371,0.3,1.09989
0.242624,1.19979,0.359936,2.80372,0.3,1.09989
0.242724,1.19979,0.359937,2.80373,0.3,1.0999
0.242824,1.1998,0.359939,2.80374,0.3,1.0999
0.242924,1.1998,0.359941,2.80374,0.3,1.0999
0.243024,1.19981,0.359942,2.80375,0.3,1.0999
0.243124,1.19981,0.359944,2.80376,0.3,1.09991
0.243224,1.19982,0.359946,2.80377,0.3,1.09991
0.243324,1.19982,0.359947,2.80377,0.3,1.09991
0.243424,1.19983,0.359949,2.80378,0.3,1.09991
0.243524,1.19983,0.35995,2.80379,0.3,1.09992
0.243624,1.19984,0.359952,2.80379,0.3,1.09992
0.243724,1.19984,0.359953,2.8038,0.3,1.09992
0.243824,1.19985,0.359955,2.80381,0.3,1.09992
0.243924,1.19985,0.359956,2.80381,0.3,1.09993
0.244024,1.19986,0.359958,2.80382,0.3,1.09993
0.244124,1.19986,0.359959,2.80382,0.3,1.09993
0.244224,1.19987,0.35996,2.80383,0.3,1.09993
0.244324,1.19987,0.359962,2.80384,0.3,1.09994
0.244424,1.19988,0.359963,2.80384,0.3,1.09994
0.244524,1.19988,0.359964,2.80385,0.3,1.09994
0.244624,1.19989,0.359966,2.80385,0.3,1.09994
0.244724,1.19989,0.359967,2.80386,0.3,1.09995
0.244824,1.19989,0.359968,2.80386,0.3,1.09995
0.244924,1.1999,0.359969,2.80387,0.3,1.09995
0.245025,1.1999,0.359971,2.80387,0.3,1.09995
0.245125,1.19991,0.359972,2.80388,0.3,1.09995
0.245225,1.19991,0.359973,2.80388,0.3,1.09995
0.245325,1.19991,0.359974,2.80389,0.3,1.09996
0.245425,1.19992,0.359975,2.80389,0.3,1.09996
0.245525,1.19992,0.359976,2.8039,0.3,1.09996
0.245625,1.19992,0.359977,2.8039,0.3,1.09996
0.245725,1.19993,0.359978,2.80391,0.3,1.09996
0.245825,1.19993,0.359979,2.80391,0.3,1.09997
0.245925,1.19993,0.35998,2.80392,0.3,1.09997
0.246025,1.19994,0.359981,2.80392,0.3,1.09997
0.246125,1.19994,0.359982,2.80392,0.3,1.09997
0.246225,1.19994,0.359983,2.80393,0.3,1.09997
0.246325,1.19995,0.359984,2.80393,0.3,1.09997
0.246425,1.19995,0.359985,2.80393,0.3,1.09997
0.246525,1.19995,0.359986,2.80394,0.3,1.09998
0.246625,1.19996,0.359987,2.80394,0.3,1.09998
0.246725,1.19996,0.359987,2.80395,0.3,1.09998
0.246825,1.19996,0.359988,2.80395,0.3,1.09998
0.246925,1.19996,0.359989,2.80395,0.3,1.09998
0.247025,1.19997,0.35999,2.80395,0.3,1.09998
0.247125,1.19997,0.35999,2.80396,0.3,1.09998
0.247225,1.19997,0.359991,2.80396,0.3,1.09998
0.247325,1.19997,0.359992,2.80396,0.3,1.09999
0.247425,1.19997,0.359992,2.80397,0.3,1.09999
0.247525,1.19998,0.359993,2.80397,0.3,1.09999
0.247625,1.19998,0.359993,2.80397,0.3,1.09999
0.247725,1.19998,0.359994,2.80397,0.3,1.09999
0.247825,1.19998,0.359994,2.80398,0.3,1.09999
0.247925,1.19998,0.359995,2.80398,0.3,1.09999
0.248025,1.19998,0.359995,2.80398,0.3,1.09999
0.248125,1.19999,0.359996,2.80398,0.3,1.09999
0.248225,1.19999,0.359996,2.80398,0.3,1.09999
0.248325,1.19999,0.359997,2.80399,0.3,1.09999
0.248425,1.19999,0.359997,2.80399,0.3,1.1
0.248525,1.19999,0.359997,2.80399,0.3,1.1
0.248625,1.19999,0.359998,2.80399,0.3,1.1
0.248725,1.19999,0.359998,2.80399,0.3,1.1
0.248825,1.19999,0.359998,2.80399,0.3,1.1
0.248925,1.2,0.359999,2.80399,0.3,1.1
0.249025,1.2,0.359999,2.804,0.3,1.1
0.249125,1.2,0.359999,2.804,0.3,1.1
0.249225,1.2,0.359999,2.804,0.3,1.1
0.249325,1.2,0.359999,2.804,0.3,1.1
0.249425,1.2,0.36,2.804,0.3,1.1
0.249525,1.2,0.36,2.804,0.3,1.1
0.249625,1.2,0.36,2.804,0.3,1.1
0.249725,1.2,0.36,2.804,0.3,1.1
0.249825,1.2,0.36,2.804,0.3,1.1
0.249925,1.2,0.36,2.804,0.3,1.1
0.250025,1.2,0.36,2.804,0.3,1.1
0.250125,1.2,0.36,2.804,0.3,1.1
0.250225,1.2,0.36,2.804,0.3,1.1
0.250325,1.2,0.36,2.804,0.3,1.1
0.250425,1.2,0.36,2.804,0.3,1.1
0.250525,1.2,0.36,2.804,0.3,1.1
0.250625,1.2,0.36,2.804,0.3,1.1
0.250725,1.2,0.359999,2.804,0.3,1.1
0.250825,1.2,0.359999,2.804,0.3,1.1
0.250925,1.2,0.359999,2.804,0.3,1.1
0.251025,1.2,0.359999,2.80399,0.3,1.1
0.251125,1.2,0.359999,2.80399,0.3,1.1
0.251225,1.19999,0.359998,2.80399,0.3,1.1
0.251325,1.19999,0.359998,2.80399,0.3,1.1
0.251425,1.19999,0.359998,2.80399,0.3,1.1
0.251525,1.19999,0.359997,2.80399,0.3,1.1
0.251625,1.19999,0.359997,2.80399,0.3,1.09999
0.251725,1.19999,0.359996,2.80398,0.3,1.09999
0.251825,1.19999,0.359996,2.80398,0.3,1.09999
0.251925,1.19999,0.359996,2.80398,0.3,1.09999
0.252025,1.19998,0.359995,2.80398,0.3,1.09999
0.252125,1.19998,0.359995,2.80398,0.3,1.09999
0.252225,1.19998,0.359994,2.80397,0.3,1.09999
0.252325,1.19998,0.359994,2.80397,0.3,1.09999
0.252425,1.19998,0.359993,2.80397,0.3,1.09999
0.252525,1.19997,0.359992,2.80397,0.3,1.09999
0.252625,1.19997,0.359992,2.80396,0.3,1.09999
0.252725,1.19997,0.359991,2.80396,0.3,1.09999
0.252825,1.19997,0.359991,2.80396,0.3,1.09998
0.252925,1.19997,0.35999,2.80396,0.3,1.09998
0.253025,1.19996,0.359989,2.80395,0.3,1.09998
0.253125,1.19996,0.359988,2.80395,0.3,1.09998
0.253225,1.19996,0.359988,2.80395,0.3,1.09998
0.253325,1.19996,0.359987,2.80394,0.3,1.09998
0.253425,1.19995,0.359986,2.80394,0.3,1.09998
0.253525,1.19995,0.359985,2.80394,0.3,1.09998
0.253625,1.19995,0.359984,2.80393,0.3,1.09997
0.253725,1.19995,0.359984,2.80393,0.3,1.09997
0.253825,1.19994,0.359983,2.80393,0.3,1.09997
0.253925,1.19994,0.359982,2.80392,0.3,1.09997
0.254025,1.19994,0.359981,2.80392,0.3,1.09997
0.254125,1.19993,0.35998,2.80391,0.3,1.09997
0.254225,1.19993,0.359979,2.80391,0.3,1.09996
0.254325,1.19993,0.359978,2.8039,0.3,1.09996
0.254425,1.19992,0.359977,2.8039,0.3,1.09996
0.254525,1.19992,0.359976,2.8039,0.3,1.09996
0.254625,1.19992,0.359975,2.80389,0.3,1.09996
0.254725,1.19991,0.359974,2.80389,0.3,1.09996
0.254825,1.19991,0.359972,2.80388,0.3,1.09995
0.254925,1.1999,0.359971,2.80388,0.3,1.09995
0.255026,1.1999,0.35997,2.80387,0.3,1.09995
0.255126,1.1999,0.359969,2.80387,0.3,1.09995
0.255226,1.19989,0.359968,2.80386,0.3,1.09995
0.255326,1.19989,0.359966,2.80386,0.3,1.09994
0.255426,1.19988,0.359965,2.80385,0.3,1.09994
0.255526,1.19988,0.359964,2.80384,0.3,1.09994
0.255626,1.19988,0.359963,2.80384,0.3,1.09994
0.255726,1.19987,0.359961,2.80383,0.3,1.09994
0.255826,1.19987,0.35996,2.80383,0.3,1.09993
0.255926,1.19986,0.359958,2.80382,0.3,1.09993
0.256026,1.19986,0.359957,2.80381,0.3,1.09993
0.256126,1.19985,0.359956,2.80381,0.3,1.09993
0.256226,1.19985,0.359954,2.8038,0.3,1.09992
0.256326,1.19984,0.359953,2.8038,0.3,1.09992
0.256426,1.19984,0.359951,2.80379,0.3,1.09992
0.256526,1.19983,0.35995,2.80378,0.3,1.09992
0.256626,1.19983,0.359948,2.80378,0.3,1.09991
0.256726,1.19982,0.359946,2.80377,0.3,1.09991
0.256826,1.19982,0.359945,2.80376,0.3,1.09991
0.256926,1.19981,0.359943,2.80375,0.3,1.09991
0.257026,1.19981,0.359942,2.80375,0.3,1.0999
0.257126,1.1998,0.35994,2.80374,0.3,1.0999
0.257226,1.19979,0.359938,2.80373,0.3,1.0999
0.257326,1.19979,0.359936,2.80373,0.3,1.09989
0.257426,1.19978,0.359935,2.80372,0.3,1.09989
0.257526,1.19978,0.359933,2.80371,0.3,1.09989
0.257626,1.19977,0.359931,2.8037,0.3,1.09989
0.257726,1.19976,0.359929,2.80369,0.3,1.09988
0.257826,1.19976,0.359927,2.80369,0.3,1.09988
0.257926,1.19975,0.359926,2.80368,0.3,1.09988
0.258026,1.19975,0.359924,2.80367,0.3,1.09987
0.258126,1.19974,0.359922,2.80366,0.3,1.09987
0.258226,1.19973,0.35992,2.80365,0.3,1.09987
0.258326,1.19973,0.359918,2.80365,0.3,1.09986
0.258426,1.19972,0.359916,2.80364,0.3,1.09986
0.258526,1.19971,0.359914,2.80363,0.3,1.09986
0.258626,1.19971,0.359912,2.80362,0.3,1.09985
0.258726,1.1997,0.35991,2.80361,0.3,1.09985
0.258826,1.19969,0.359908,2.8036,0.3,1.09985
0.258926,1.19969,0.359906,2.80359,0.3,1.09984
0.259026,1.19968,0.359904,2.80358,0.3,1.09984
0.259126,1.19967,0.359901,2.80357,0.3,1.09984
0.259226,1.19966,0.359899,2.80356,0.3,1.09983
0.259326,1.19966,0.359897,2.80356,0.3,1.09983
0.259426,1.19965,0.359895,2.80355,0.3,1.09982
0.259526,1.19964,0.359893,2.80354,0.3,1.09982
0.259626,1.19963,0.35989,2.80353,0.3,1.09982
0.259726,1.19963,0.359888,2.80352,0.3,1.09981
0.259826,1.19962,0.359886,2.80351,0.3,1.09981
0.259926,1.19961,0.359883,2.8035,0.3,1.09981
0.260026,1.1996,0.359881,2.80349,0.3,1.0998
0.260126,1.1996,0.359879,2.80348,0.3,1.0998
0.260226,1.19959,0.359876,2.80347,0.3,1.09979
0.260326,1.19958,0.359874,2.80346,0.3,1.09979
0.260426,1.19957,0.359871,2.80344,0.3,1.09979
0.260526,1.19956,0.359869,2.80343,0.3,1.09978
0.260626,1.19955,0.359866,2.80342,0.3,1.09978
0.260726,1.19955,0.359864,2.80341,0.3,1.09977
0.260826,1.19954,0.359861,2.8034,0.3,1.09977
0.260926,1.19953,0.359859,2.80339,0.3,1.09976
0.261026,1.19952,0.359856,2.80338,0.3,1.09976
0.261126,1.19951,0.359853,2.80337,0.3,1.09976
0.261226,1.1995,0.359851,2.80336,0.3,1.09975
0.261326,1.19949,0.359848,2.80334,0.3,1.09975
0.261426,1.19948,0.359845,2.80333,0.3,1.09974
0.261526,1.19948,0.359843,2.80332,0.3,1.09974
0.261626,1.19947,0.35984,2.80331,0.3,1.09973
0.261726,1.19946,0.359837,2.8033,0.3,1.09973
0.261826,1.19945,0.359834,2.80329,0.3,1.09972
0.261926,1.19944,0.359832,2.80327,0.3,1.09972
0.262026,1.19943,0.359829,2.80326,0.3,1.09971
0.262126,1.19942,0.359826,2.80325,0.3,1.09971
0.262226,1.19941,0.359823,2.80324,0.3,1.09971
0.262326,1.1994,0.35982,2.80322,0.3,1.0997
0.262426,1.19939,0.359817,2.80321,0.3,1.0997
0.262526,1.19938,0.359814,2.8032,0.3,1.09969
0.262626,1.19937,0.359811,2.80319,0.3,1.09969
0.262726,1.19936,0.359808,2.80317,0.3,1.09968
0.262826,1.19935,0.359805,2.80316,0.3,1.09968
0.262926,1.19934,0.359802,2.80315,0.3,1.09967
0.263026,1.19933,0.359799,2.80313,0.3,1.09967
0.263126,1.19932,0.359796,2.80312,0.3,1.09966
0.263226,1.19931,0.359793,2.80311,0.3,1.09965
0.263326,1.1993,0.35979,2.80309,0.3,1.09965
0.263426,1.19929,0.359787,2.80308,0.3,1.09964
0.263526,1.19928,0.359783,2.80307,0.3,1.09964
0.263626,1.19927,0.35978,2.80305,0.3,1.09963
0.263726,1.19926,0.359777,2.80304,0.3,1.09963
0.263826,1.19925,0.359774,2.80302,0.3,1.09962
0.263926,1.19923,0.35977,2.80301,0.3,1.09962
0.264026,1.19922,0.359767,2.80299,0.3,1.09961
0.264126,1.19921,0.359764,2.80298,0.3,1.09961
0.264226,1.1992,0.35976,2.80297,0.3,1.0996
0.264326,1.19919,0.359757,2.80295,0.3,1.0996
0.264426,1.19918,0.359754,2.80294,0.3,1.09959
0.264526,1.19917,0.35975,2.80292,0.3,1.09958
0.264626,1.19916,0.359747,2.80291,0.3,1.09958
0.264726,1.19914,0.359743,2.80289,0.3,1.09957
0.264826,1.19913,0.35974,2.80288,0.3,1.09957
0.264926,1.19912,0.359736,2.80286,0.3,1.09956
0.265027,1.19911,0.359733,2.80285,0.3,1.09955
0.265127,1.1991,0.359729,2.80283,0.3,1.09955
0.265227,1.19909,0.359726,2.80282,0.3,1.09954
0.265327,1.19907,0.359722,2.8028,0.3,1.09954
0.265427,1.19906,0.359718,2.80278,0.3,1.09953
0.265527,1.19905,0.359715,2.80277,0.3,1.09952
0.265627,1.19904,0.359711,2.80275,0.3,1.09952
0.265727,1.19902,0.359707,2.80274,0.3,1.09951
0.265827,1.19901,0.359704,2.80272,0.3,1.09951
0.265927,1.199,0.3597,2.8027,0.3,1.0995
0.266027,1.19899,0.359696,2.80269,0.3,1.09949
0.266127,1.19897,0.359692,2.80267,0.3,1.09949
0.266227,1.19896,0.359688,2.80266,0.3,1.09948
0.266327,1.19895,0.359685,2.80264,0.3,1.09947
0.266427,1.19894,0.359681,2.80262,0.3,1.09947
0.266527,1.19892,0.359677,2.8026,0.3,1.09946
0.266627,1.19891,0.359673,2.80259,0.3,1.09945
0.266727,1.1989,0.359669,2.80257,0.3,1.09945
0.266827,1.19888,0.359665,2.80255,0.3,1.09944
0.266927,1.19887,0.359661,2.80254,0.3,1.09943
0.267027,1.19886,0.359657,2.80252,0.3,1.09943
0.267127,1.19884,0.359653,2.8025,0.3,1.09942
0.267227,1.19883,0.359649,2.80248,0.3,1.09941
0.267327,1.19882,0.359645,2.80247,0.3,1.09941
0.267427,1.1988,0.359641,2.80245,0.3,1.0994
0.267527,1.19879,0.359637,2.80243,0.3,1.09939
0.267627,1.19877,0.359632,2.80241,0.3,1.09939
0.267727,1.19876,0.359628,2.8024,0.3,1.09938
0.267827,1.19875,0.359624,2.80238,0.3,1.09937
0.267927,1.19873,0.35962,2.80236,0.3,1.09937
0.268027,1.19872,0.359616,2.80234,0.3,1.09936
0.268127,1.1987,0.359611,2.80232,0.3,1.09935
0.268227,1.19869,0.359607,2.8023,0.3,1.09934
0.268327,1.19868,0.359603,2.80228,0.3,1.09934
0.268427,1.19866,0.359598,2.80227,0.3,1.09933
0.268527,1.19865,0.359594,2.80225,0.3,1.09932
0.268627,1.19863,0.35959,2.80223,0.3,1.09932
0.268727,1.19862,0.359585,2.80221,0.3,1.09931
0.268827,1.1986,0.359581,2.80219,0.3,1.0993
0.268927,1.19859,0.359576,2.80217,0.3,1.09929
0.269027,1.19857,0.359572,2.80215,0.3,1.09929
0.269127,1.19856,0.359567,2.80213,0.3,1.09928
0.269227,1.19854,0.359563,2.80211,0.3,1.09927
0.269327,1.19853,0.359558,2.80209,0.3,1.09926
0.269427,1.19851,0.359554,2.80207,0.3,1.09926
0.269527,1.1985,0.359549,2.80205,0.3,1.09925
0.269627,1.19848,0.359544,2.80203,0.3,1.09924
0.269727,1.19847,0.35954,2.80201,0.3,1.09923
0.269827,1.19845,0.359535,2.80199,0.3,1.09923
0.269927,1.19843,0.35953,2.80197,0.3,1.09922
0.270027,1.19842,0.359526,2.80195,0.3,1.09921
0.270127,1.1984,0.359521,2.80193,0.3,1.0992
0.270227,1.19839,0.359516,2.80191,0.3,1.09919
0.270327,1.19837,0.359511,2.80189,0.3,1.09919
0.270427,1.19835,0.359506,2.80187,0.3,1.09918
0.270527,1.19834,0.359502,2.80185,0.3,1.09917
0.270627,1.19832,0.359497,2.80183,0.3,1.09916
0.270727,1.19831,0.359492,2.80181,0.3,1.09915
0.270827,1.19829,0.359487,2.80179,0.3,1.09914
0.270927,1.19827,0.359482,2.80176,0.3,1.09914
0.271027,1.19826,0.359477,2.80174,0.3,1.09913
0.271127,1.19824,0.359472,2.80172,0.3,1.09912
0.271227,1.19822,0.359467,2.8017,0.3,1.09911
0.271327,1.19821,0.359462,2.80168,0.3,1.0991
0.271427,1.19819,0.359457,2.80166,0.3,1.0991
0.271527,1.19817,0.359452,2.80163,0.3,1.09909
0.271627,1.19816,0.359447,2.80161,0.3,1.09908
0.271727,1.19814,0.359442,2.80159,0.3,1.09907
0.271827,1.19812,0.359437,2.80157,0.3,1.09906
0.271927,1.1981,0.359431,2.80155,0.3,1.09905
0.272027,1.19809,0.359426,2.80152,0.3,1.09904
0.272127,1.19807,0.359421,2.8015,0.3,1.09904
0.272227,1.19805,0.359416,2.80148,0.3,1.09903
0.272327,1.19804,0.359411,2.80146,0.3,1.09902
0.272427,1.19802,0.359405,2.80143,0.3,1.09901
0.272527,1.198,0.3594,2.80141,0.3,1.099
0.272627,1.19798,0.359395,2.80139,0.3,1.09899
0.272727,1.19796,0.359389,2.80136,0.3,1.09898
0.272827,1.19795,0.359384,2.80134,0.3,1.09897
0.272927,1.19793,0.359379,2.80132,0.3,1.09896
0.273027,1.19791,0.359373,2.80129,0.3,1.09896
0.273127,1.19789,0.359368,2.80127,0.3,1.09895
0.273227,1.19787,0.359362,2.80125,0.3,1.09894
0.273327,1.19786,0.359357,2.80122,0.3,1.09893
0.273427,1.19784,0.359351,2.8012,0.3,1.09892
0.273527,1.19782,0.359346,2.80118,0.3,1.09891
0.273627,1.1978,0.35934,2.80115,0.3,1.0989
0.273727,1.19778,0.359334,2.80113,0.3,1.09889
0.273827,1.19776,0.359329,2.8011,0.3,1.09888
0.273927,1.19774,0.359323,2.80108,0.3,1.09887
0.274027,1.19773,0.359318,2.80105,0.3,1.09886
0.274127,1.19771,0.359312,2.80103,0.3,1.09885
0.274227,1.19769,0.359306,2.801,0.3,1.09884
0.274327,1.19767,0.3593,2.80098,0.3,1.09883
0.274427,1.19765,0.359295,2.80096,0.3,1.09882
0.274527,1.19763,0.359289,2.80093,0.3,1.09881
0.274627,1.19761,0.359283,2.80091,0.3,1.09881
0.274727,1.19759,0.359277,2.80088,0.3,1.0988
0.274827,1.19757,0.359271,2.80086,0.3,1.09879
0.274927,1.19755,0.359266,2.80083,0.3,1.09878
0.275028,1.19753,0.35926,2.8008,0.3,1.09877
0.275128,1.19751,0.359254,2.80078,0.3,1.09876
0.275228,1.19749,0.359248,2.80075,0.3,1.09875
0.275328,1.19747,0.359242,2.80073,0.3,1.09874
0.275428,1.19745,0.359236,2.8007,0.3,1.09873
0.275528,1.19743,0.35923,2.80068,0.3,1.09872
0.275628,1.19741,0.359224,2.80065,0.3,1.09871
0.275728,1.19739,0.359218,2.80062,0.3,1.0987
0.275828,1.19737,0.359212,2.8006,0.3,1.09869
0.275928,1.19735,0.359206,2.80057,0.3,1.09868
0.276028,1.19733,0.359199,2.80054,0.3,1.09867
0.276128,1.19731,0.359193,2.80052,0.3,1.09866
0.276228,1.19729,0.359187,2.80049,0.3,1.09865
0.276328,1.19727,0.359181,2.80046,0.3,1.09863
0.276428,1.19725,0.359175,2.80044,0.3,1.09862
0.276528,1.19723,0.359168,2.80041,0.3,1.09861
0.276628,1.19721,0.359162,2.80038,0.3,1.0986
0.276728,1.19719,0.359156,2.80036,0.3,1.09859
0.276828,1.19717,0.35915,2.80033,0.3,1.09858
0.276928,1.19714,0.359143,2.8003,0.3,1.09857
0.277028,1.19712,0.359137,2.80027,0.3,1.09856
0.277128,1.1971,0.359131,2.80025,0.3,1.09855
0.277228,1.19708,0.359124,2.80022,0.3,1.09854
0.277328,1.19706,0.359118,2.80019,0.3,1.09853
0.277428,1.19704,0.359111,2.80016,0.3,1.09852
0.277528,1.19702,0.359105,2.80014,0.3,1.09851
0.277628,1.19699,0.359098,2.80011,0.3,1.0985
0.277728,1.19697,0.359092,2.80008,0.3,1.09849
0.277828,1.19695,0.359085,2.80005,0.3,1.09848
0.277928,1.19693,0.359079,2.80002,0.3,1.09846
