x,rho,rhou,rhoE,u,p
0.251025,1.19436,0.355611,2.78636,0.297741,1.09337
0.251125,1.19437,0.355633,2.78638,0.297757,1.09337
0.251225,1.19439,0.355656,2.7864,0.297773,1.09338
0.251325,1.1944,0.355678,2.78642,0.297789,1.09339
0.251425,1.19441,0.355701,2.78644,0.297805,1.09339
0.251525,1.19442,0.355723,2.78646,0.297821,1.0934
0.251625,1.19443,0.355745,2.78648,0.297838,1.0934
0.251725,1.19444,0.355768,2.7865,0.297854,1.09341
0.251825,1.19445,0.35579,2.78652,0.29787,1.09341
0.251925,1.19446,0.355812,2.78653,0.297886,1.09342
0.252025,1.19447,0.355835,2.78655,0.297902,1.09342
0.252125,1.19448,0.355857,2.78657,0.297918,1.09343
0.252225,1.19449,0.355879,2.78659,0.297934,1.09343
0.252325,1.1945,0.355901,2.78661,0.297951,1.09343
0.252425,1.19451,0.355923,2.78663,0.297967,1.09344
0.252525,1.19452,0.355946,2.78664,0.297983,1.09344
0.252625,1.19453,0.355968,2.78666,0.297999,1.09345
0.252725,1.19454,0.35599,2.78668,0.298015,1.09345
0.252825,1.19455,0.356012,2.7867,0.298031,1.09346
0.252925,1.19455,0.356034,2.78671,0.298048,1.09346
0.253025,1.19456,0.356056,2.78673,0.298064,1.09347
0.253125,1.19457,0.356078,2.78675,0.29808,1.09347
0.253225,1.19458,0.3561,2.78677,0.298096,1.09348
0.253325,1.19459,0.356122,2.78678,0.298112,1.09348
0.253425,1.1946,0.356144,2.7868,0.298128,1.09348
0.253525,1.19461,0.356166,2.78682,0.298144,1.09349
0.253625,1.19462,0.356188,2.78683,0.298161,1.09349
0.253725,1.19463,0.35621,2.78685,0.298177,1.0935
0.253825,1.19464,0.356232,2.78687,0.298193,1.0935
0.253925,1.19464,0.356254,2.78688,0.298209,1.09351
0.254025,1.19465,0.356275,2.7869,0.298225,1.09351
0.254125,1.19466,0.356297,2.78692,0.298241,1.09351
0.254225,1.19467,0.356319,2.78693,0.298258,1.09352
0.254325,1.19468,0.356341,2.78695,0.298274,1.09352
0.254425,1.19469,0.356363,2.78697,0.29829,1.09353
0.254525,1.19469,0.356384,2.78698,0.298306,1.09353
0.254625,1.1947,0.356406,2.787,0.298322,1.09353
0.254725,1.19471,0.356428,2.78701,0.298338,1.09354
0.254825,1.19472,0.356449,2.78703,0.298355,1.09354
0.254925,1.19473,0.356471,2.78705,0.298371,1.09355
0.255026,1.19473,0.356493,2.78706,0.298387,1.09355
0.255126,1.19474,0.356514,2.78708,0.298403,1.09355
0.255226,1.19475,0.356536,2.78709,0.298419,1.09356
0.255326,1.19476,0.356557,2.78711,0.298435,1.09356
0.255426,1.19476,0.356579,2.78712,0.298452,1.09356
0.255526,1.19477,0.3566,2.78714,0.298468,1.09357
0.255626,1.19478,0.356622,2.78715,0.298484,1.09357
0.255726,1.19478,0.356643,2.78717,0.2985,1.09358
0.255826,1.19479,0.356665,2.78718,0.298516,1.09358
0.255926,1.1948,0.356686,2.7872,0.298532,1.09358
0.256026,1.19481,0.356708,2.78721,0.298549,1.09359
0.256126,1.19481,0.356729,2.78723,0.298565,1.09359
0.256226,1.19482,0.35675,2.78724,0.298581,1.09359
0.256326,1.19483,0.356772,2.78725,0.298597,1.0936
0.256426,1.19483,0.356793,2.78727,0.298613,1.0936
0.256526,1.19484,0.356814,2.78728,0.298629,1.0936
0.256626,1.19485,0.356835,2.7873,0.298646,1.09361
0.256726,1.19485,0.356857,2.78731,0.298662,1.09361
0.256826,1.19486,0.356878,2.78732,0.298678,1.09361
0.256926,1.19486,0.356899,2.78734,0.298694,1.09361
0.257026,1.19487,0.35692,2.78735,0.29871,1.09362
0.257126,1.19488,0.356941,2.78736,0.298726,1.09362
0.257226,1.19488,0.356962,2.78738,0.298743,1.09362
0.257326,1.19489,0.356984,2.78739,0.298759,1.09363
0.257426,1.1949,0.357005,2.7874,0.298775,1.09363
0.257526,1.1949,0.357026,2.78742,0.298791,1.09363
0.257626,1.19491,0.357047,2.78743,0.298807,1.09363
0.257726,1.19491,0.357068,2.78744,0.298823,1.09364
0.257826,1.19492,0.357089,2.78746,0.29884,1.09364
0.257926,1.19492,0.35711,2.78747,0.298856,1.09364
0.258026,1.19493,0.357131,2.78748,0.298872,1.09365
0.258126,1.19493,0.357152,2.78749,0.298888,1.09365
0.258226,1.19494,0.357172,2.78751,0.298904,1.09365
0.258326,1.19494,0.357193,2.78752,0.29892,1.09365
0.258426,1.19495,0.357214,2.78753,0.298937,1.09366
0.258526,1.19495,0.357235,2.78754,0.298953,1.09366
0.258626,1.19496,0.357256,2.78756,0.298969,1.09366
0.258726,1.19496,0.357277,2.78757,0.298985,1.09366
0.258826,1.19497,0.357297,2.78758,0.299001,1.09367
0.258926,1.19497,0.357318,2.78759,0.299017,1.09367
0.259026,1.19498,0.357339,2.7876,0.299034,1.09367
0.259126,1.19498,0.357359,2.78761,0.29905,1.09367
0.259226,1.19499,0.35738,2.78763,0.299066,1.09367
0.259326,1.19499,0.357401,2.78764,0.299082,1.09368
0.259426,1.195,0.357421,2.78765,0.299098,1.09368
0.259526,1.195,0.357442,2.78766,0.299115,1.09368
0.259626,1.195,0.357463,2.78767,0.299131,1.09368
0.259726,1.19501,0.357483,2.78768,0.299147,1.09368
0.259826,1.19501,0.357504,2.78769,0.299163,1.09369
0.259926,1.19502,0.357524,2.7877,0.299179,1.09369
0.260026,1.19502,0.357545,2.78771,0.299195,1.09369
0.260126,1.19502,0.357565,2.78772,0.299212,1.09369
0.260226,1.19503,0.357586,2.78774,0.299228,1.09369
0.260326,1.19503,0.357606,2.78775,0.299244,1.0937
0.260426,1.19504,0.357626,2.78776,0.29926,1.0937
0.260526,1.19504,0.357647,2.78777,0.299276,1.0937
0.260626,1.19504,0.357667,2.78778,0.299292,1.0937
0.260726,1.19505,0.357687,2.78779,0.299309,1.0937
0.260826,1.19505,0.357708,2.7878,0.299325,1.0937
0.260926,1.19505,0.357728,2.78781,0.299341,1.09371
0.261026,1.19506,0.357748,2.78782,0.299357,1.09371
0.261126,1.19506,0.357769,2.78783,0.299373,1.09371
0.261226,1.19506,0.357789,2.78784,0.299389,1.09371
0.261326,1.19506,0.357809,2.78784,0.299406,1.09371
0.261426,1.19507,0.357829,2.78785,0.299422,1.09371
0.261526,1.19507,0.357849,2.78786,0.299438,1.09371
0.261626,1.19507,0.357869,2.78787,0.299454,1.09372
0.261726,1.19507,0.357889,2.78788,0.29947,1.09372
0.261826,1.19508,0.35791,2.78789,0.299487,1.09372
0.261926,1.19508,0.35793,2.7879,0.299503,1.09372
0.262026,1.19508,0.35795,2.78791,0.299519,1.09372
0.262126,1.19508,0.35797,2.78792,0.299535,1.09372
0.262226,1.19509,0.35799,2.78792,0.299551,1.09372
0.262326,1.19509,0.35801,2.78793,0.299567,1.09372
0.262426,1.19509,0.35803,2.78794,0.299584,1.09372
0.262526,1.19509,0.358049,2.78795,0.2996,1.09373
0.262626,1.19509,0.358069,2.78796,0.299616,1.09373
0.262726,1.1951,0.358089,2.78797,0.299632,1.09373
0.262826,1.1951,0.358109,2.78797,0.299648,1.09373
0.262926,1.1951,0.358129,2.78798,0.299665,1.09373
0.263026,1.1951,0.358149,2.78799,0.299681,1.09373
0.263126,1.1951,0.358168,2.788,0.299697,1.09373
0.263226,1.1951,0.358188,2.78801,0.299713,1.09373
0.263326,1.19511,0.358208,2.78801,0.299729,1.09373
0.263426,1.19511,0.358228,2.78802,0.299745,1.09373
0.263526,1.19511,0.358247,2.78803,0.299762,1.09373
0.263626,1.19511,0.358267,2.78803,0.299778,1.09373
0.263726,1.19511,0.358287,2.78804,0.299794,1.09373
0.263826,1.19511,0.358306,2.78805,0.29981,1.09373
0.263926,1.19511,0.358326,2.78806,0.299826,1.09374
0.264026,1.19511,0.358345,2.78806,0.299842,1.09374
0.264126,1.19511,0.358365,2.78807,0.299859,1.09374
0.264226,1.19511,0.358385,2.78808,0.299875,1.09374
0.264326,1.19511,0.358404,2.78808,0.299891,1.09374
0.264426,1.19511,0.358424,2.78809,0.299907,1.09374
0.264526,1.19512,0.358443,2.78809,0.299923,1.09374
0.264626,1.19512,0.358462,2.7881,0.29994,1.09374
0.264726,1.19512,0.358482,2.78811,0.299956,1.09374
0.264826,1.19512,0.358501,2.78811,0.299972,1.09374
0.264926,1.19512,0.358521,2.78812,0.299988,1.09374
0.265027,1.19512,0.35854,2.78812,0.300004,1.09374
0.265127,1.19512,0.358559,2.78813,0.30002,1.09374
0.265227,1.19512,0.358579,2.78814,0.300037,1.09374
0.265327,1.19512,0.358598,2.78814,0.300053,1.09374
0.265427,1.19512,0.358617,2.78815,0.300069,1.09374
0.265527,1.19511,0.358636,2.78815,0.300085,1.09374
0.265627,1.19511,0.358655,2.78816,0.300101,1.09374
0.265727,1.19511,0.358675,2.78816,0.300118,1.09374
0.265827,1.19511,0.358694,2.78817,0.300134,1.09374
0.265927,1.19511,0.358713,2.78817,0.30015,1.09374
0.266027,1.19511,0.358732,2.78818,0.300166,1.09374
0.266127,1.19511,0.358751,2.78818,0.300182,1.09373
0.266227,1.19511,0.35877,2.78819,0.300198,1.09373
0.266327,1.19511,0.358789,2.78819,0.300215,1.09373
0.266427,1.19511,0.358808,2.7882,0.300231,1.09373
0.266527,1.19511,0.358827,2.7882,0.300247,1.09373
0.266627,1.19511,0.358846,2.7882,0.300263,1.09373
0.266727,1.1951,0.358865,2.78821,0.300279,1.09373
0.266827,1.1951,0.358884,2.78821,0.300296,1.09373
0.266927,1.1951,0.358903,2.78822,0.300312,1.09373
0.267027,1.1951,0.358922,2.78822,0.300328,1.09373
0.267127,1.1951,0.358941,2.78822,0.300344,1.09373
0.267227,1.1951,0.35896,2.78823,0.30036,1.09373
0.267327,1.1951,0.358978,2.78823,0.300376,1.09373
0.267427,1.19509,0.358997,2.78824,0.300393,1.09373
0.267527,1.19509,0.359016,2.78824,0.300409,1.09373
0.267627,1.19509,0.359035,2.78824,0.300425,1.09372
0.267727,1.19509,0.359053,2.78825,0.300441,1.09372
0.267827,1.19509,0.359072,2.78825,0.300457,1.09372
0.267927,1.19508,0.359091,2.78825,0.300473,1.09372
0.268027,1.19508,0.359109,2.78825,0.30049,1.09372
0.268127,1.19508,0.359128,2.78826,0.300506,1.09372
0.268227,1.19508,0.359147,2.78826,0.300522,1.09372
0.268327,1.19507,0.359165,2.78826,0.300538,1.09372
0.268427,1.19507,0.359184,2.78826,0.300554,1.09372
0.268527,1.19507,0.359202,2.78827,0.300571,1.09371
0.268627,1.19507,0.359221,2.78827,0.300587,1.09371
0.268727,1.19506,0.359239,2.78827,0.300603,1.09371
0.268827,1.19506,0.359258,2.78827,0.300619,1.09371
0.268927,1.19506,0.359276,2.78828,0.300635,1.09371
0.269027,1.19505,0.359295,2.78828,0.300651,1.09371
0.269127,1.19505,0.359313,2.78828,0.300668,1.09371
0.269227,1.19505,0.359331,2.78828,0.300684,1.0937
0.269327,1.19504,0.35935,2.78828,0.3007,1.0937
0.269427,1.19504,0.359368,2.78828,0.300716,1.0937
0.269527,1.19504,0.359386,2.78829,0.300732,1.0937
0.269627,1.19503,0.359405,2.78829,0.300748,1.0937
0.269727,1.19503,0.359423,2.78829,0.300765,1.0937
0.269827,1.19503,0.359441,2.78829,0.300781,1.09369
0.269927,1.19502,0.359459,2.78829,0.300797,1.09369
0.270027,1.19502,0.359477,2.78829,0.300813,1.09369
0.270127,1.19501,0.359496,2.78829,0.300829,1.09369
0.270227,1.19501,0.359514,2.78829,0.300846,1.09369
0.270327,1.19501,0.359532,2.78829,0.300862,1.09368
0.270427,1.195,0.35955,2.78829,0.300878,1.09368
0.270527,1.195,0.359568,2.7883,0.300894,1.09368
0.270627,1.19499,0.359586,2.7883,0.30091,1.09368
0.270727,1.19499,0.359604,2.7883,0.300926,1.09368
0.270827,1.19499,0.359622,2.7883,0.300943,1.09367
0.270927,1.19498,0.35964,2.7883,0.300959,1.09367
0.271027,1.19498,0.359658,2.7883,0.300975,1.09367
0.271127,1.19497,0.359676,2.7883,0.300991,1.09367
0.271227,1.19497,0.359694,2.7883,0.301007,1.09366
0.271327,1.19496,0.359712,2.7883,0.301023,1.09366
0.271427,1.19496,0.359729,2.78829,0.30104,1.09366
0.271527,1.19495,0.359747,2.78829,0.301056,1.09366
0.271627,1.19495,0.359765,2.78829,0.301072,1.09365
0.271727,1.19494,0.359783,2.78829,0.301088,1.09365
0.271827,1.19494,0.359801,2.78829,0.301104,1.09365
0.271927,1.19493,0.359818,2.78829,0.30112,1.09365
0.272027,1.19493,0.359836,2.78829,0.301137,1.09364
0.272127,1.19492,0.359854,2.78829,0.301153,1.09364
0.272227,1.19491,0.359871,2.78829,0.301169,1.09364
0.272327,1.19491,0.359889,2.78829,0.301185,1.09364
0.272427,1.1949,0.359907,2.78829,0.301201,1.09363
0.272527,1.1949,0.359924,2.78828,0.301218,1.09363
0.272627,1.19489,0.359942,2.78828,0.301234,1.09363
0.272727,1.19489,0.359959,2.78828,0.30125,1.09362
0.272827,1.19488,0.359977,2.78828,0.301266,1.09362
0.272927,1.19487,0.359994,2.78828,0.301282,1.09362
0.273027,1.19487,0.360012,2.78828,0.301298,1.09362
0.273127,1.19486,0.360029,2.78827,0.301315,1.09361
0.273227,1.19486,0.360047,2.78827,0.301331,1.09361
0.273327,1.19485,0.360064,2.78827,0.301347,1.09361
0.273427,1.19484,0.360081,2.78827,0.301363,1.0936
0.273527,1.19484,0.360099,2.78826,0.301379,1.0936
0.273627,1.19483,0.360116,2.78826,0.301395,1.0936
0.273727,1.19482,0.360133,2.78826,0.301412,1.09359
0.273827,1.19482,0.360151,2.78826,0.301428,1.09359
0.273927,1.19481,0.360168,2.78825,0.301444,1.09359
0.274027,1.1948,0.360185,2.78825,0.30146,1.09358
0.274127,1.1948,0.360202,2.78825,0.301476,1.09358
0.274227,1.19479,0.36022,2.78824,0.301492,1.09358
0.274327,1.19478,0.360237,2.78824,0.301509,1.09357
0.274427,1.19477,0.360254,2.78824,0.301525,1.09357
0.274527,1.19477,0.360271,2.78823,0.301541,1.09357
0.274627,1.19476,0.360288,2.78823,0.301557,1.09356
0.274727,1.19475,0.360305,2.78823,0.301573,1.09356
0.274827,1.19474,0.360322,2.78822,0.301589,1.09356
0.274927,1.19474,0.360339,2.78822,0.301606,1.09355
0.275028,1.19473,0.360356,2.78822,0.301622,1.09355
0.275128,1.19472,0.360373,2.78821,0.301638,1.09354
0.275228,1.19471,0.36039,2.78821,0.301654,1.09354
0.275328,1.19471,0.360407,2.7882,0.30167,1.09354
0.275428,1.1947,0.360424,2.7882,0.301686,1.09353
0.275528,1.19469,0.360441,2.78819,0.301703,1.09353
0.275628,1.19468,0.360458,2.78819,0.301719,1.09352
0.275728,1.19467,0.360474,2.78818,0.301735,1.09352
0.275828,1.19466,0.360491,2.78818,0.301751,1.09352
0.275928,1.19466,0.360508,2.78818,0.301767,1.09351
0.276028,1.19465,0.360525,2.78817,0.301783,1.09351
0.276128,1.19464,0.360541,2.78817,0.301799,1.0935
0.276228,1.19463,0.360558,2.78816,0.301816,1.0935
0.276328,1.19462,0.360575,2.78816,0.301832,1.0935
0.276428,1.19461,0.360592,2.78815,0.301848,1.09349
0.276528,1.1946,0.360608,2.78814,0.301864,1.09349
0.276628,1.1946,0.360625,2.78814,0.30188,1.09348
0.276728,1.19459,0.360641,2.78813,0.301896,1.09348
0.276828,1.19458,0.360658,2.78813,0.301913,1.09347
0.276928,1.19457,0.360674,2.78812,0.301929,1.09347
0.277028,1.19456,0.360691,2.78812,0.301945,1.09346
0.277128,1.19455,0.360707,2.78811,0.301961,1.09346
0.277228,1.19454,0.360724,2.7881,0.301977,1.09346
0.277328,1.19453,0.36074,2.7881,0.301993,1.09345
0.277428,1.19452,0.360757,2.78809,0.30201,1.09345
0.277528,1.19451,0.360773,2.78809,0.302026,1.09344
0.277628,1.1945,0.36079,2.78808,0.302042,1.09344
0.277728,1.19449,0.360806,2.78807,0.302058,1.09343
0.277828,1.19448,0.360822,2.78807,0.302074,1.09343
0.277928,1.19447,0.360839,2.78806,0.30209,1.09342
0.278028,1.19446,0.360855,2.78805,0.302106,1.09342
0.278128,1.19445,0.360871,2.78805,0.302123,1.09341
0.278228,1.19444,0.360887,2.78804,0.302139,1.09341
0.278328,1.19443,0.360904,2.78803,0.302155,1.0934
0.278428,1.19442,0.36092,2.78802,0.302171,1.0934
0.278528,1.19441,0.360936,2.78802,0.302187,1.09339
0.278628,1.1944,0.360952,2.78801,0.302203,1.09339
0.278728,1.19439,0.360968,2.788,0.302219,1.09338
0.278828,1.19438,0.360984,2.78799,0.302236,1.09338
0.278928,1.19437,0.361,2.78799,0.302252,1.09337
0.279028,1.19436,0.361016,2.78798,0.302268,1.09337
0.279128,1.19435,0.361032,2.78797,0.302284,1.09336
0.279228,1.19434,0.361048,2.78796,0.3023,1.09336
0.279328,1.19433,0.361064,2.78795,0.302316,1.09335
0.279428,1.19431,0.36108,2.78795,0.302333,1.09335
0.279528,1.1943,0.361096,2.78794,0.302349,1.09334
0.279628,1.19429,0.361112,2.78793,0.302365,1.09333
0.279728,1.19428,0.361128,2.78792,0.302381,1.09333
0.279828,1.19427,0.361144,2.78791,0.302397,1.09332
0.279928,1.19426,0.36116,2.7879,0.302413,1.09332
0.280028,1.19425,0.361175,2.78789,0.302429,1.09331
0.280128,1.19424,0.361191,2.78789,0.302446,1.09331
0.280228,1.19422,0.361207,2.78788,0.302462,1.0933
0.280328,1.19421,0.361223,2.78787,0.302478,1.09329
0.280428,1.1942,0.361238,2.78786,0.302494,1.09329
0.280528,1.19419,0.361254,2.78785,0.30251,1.09328
0.280628,1.19418,0.36127,2.78784,0.302526,1.09328
0.280728,1.19416,0.361285,2.78783,0.302542,1.09327
0.280828,1.19415,0.361301,2.78782,0.302558,1.09327
0.280928,1.19414,0.361316,2.78781,0.302575,1.09326
0.281028,1.19413,0.361332,2.7878,0.302591,1.09325
0.281128,1.19412,0.361347,2.78779,0.302607,1.09325
0.281228,1.1941,0.361363,2.78778,0.302623,1.09324
0.281328,1.19409,0.361378,2.78777,0.302639,1.09324
0.281428,1.19408,0.361394,2.78776,0.302655,1.09323
0.281528,1.19406,0.361409,2.78775,0.302671,1.09322
0.281628,1.19405,0.361425,2.78774,0.302688,1.09322
0.281728,1.19404,0.36144,2.78773,0.302704,1.09321
0.281828,1.19403,0.361455,2.78772,0.30272,1.0932
0.281928,1.19401,0.361471,2.78771,0.302736,1.0932
0.282028,1.194,0.361486,2.7877,0.302752,1.09319
0.282128,1.19399,0.361501,2.78769,0.302768,1.09318
0.282228,1.19397,0.361517,2.78768,0.302784,1.09318
0.282328,1.19396,0.361532,2.78767,0.302801,1.09317
0.282428,1.19395,0.361547,2.78765,0.302817,1.09317
0.282528,1.19393,0.361562,2.78764,0.302833,1.09316
0.282628,1.19392,0.361577,2.78763,0.302849,1.09315
0.282728,1.19391,0.361593,2.78762,0.302865,1.09315
0.282828,1.19389,0.361608,2.78761,0.302881,1.09314
0.282928,1.19388,0.361623,2.7876,0.302897,1.09313
0.283028,1.19387,0.361638,2.78759,0.302913,1.09313
0.283128,1.19385,0.361653,2.78757,0.30293,1.09312
0.283228,1.19384,0.361668,2.78756,0.302946,1.09311
0.283328,1.19382,0.361683,2.78755,0.302962,1.0931
0.283428,1.19381,0.361698,2.78754,0.302978,1.0931
0.283528,1.1938,0.361713,2.78753,0.302994,1.09309
0.283628,1.19378,0.361728,2.78751,0.30301,1.09308
0.283728,1.19377,0.361743,2.7875,0.303026,1.09308
0.283828,1.19375,0.361758,2.78749,0.303042,1.09307
0.283928,1.19374,0.361772,2.78748,0.303059,1.09306
0.284028,1.19372,0.361787,2.78746,0.303075,1.09306
0.284128,1.19371,0.361802,2.78745,0.303091,1.09305
0.284228,1.19369,0.361817,2.78744,0.303107,1.09304
0.284328,1.19368,0.361832,2.78742,0.303123,1.09303
0.284428,1.19366,0.361846,2.78741,0.303139,1.09303
0.284528,1.19365,0.361861,2.7874,0.303155,1.09302
0.284628,1.19363,0.361876,2.78739,0.303171,1.09301
0.284728,1.19362,0.36189,2.78737,0.303187,1.093
0.284828,1.1936,0.361905,2.78736,0.303204,1.093
0.284928,1.19359,0.36192,2.78735,0.30322,1.09299
0.285029,1.19357,0.361934,2.78733,0.303236,1.09298
0.285129,1.19356,0.361949,2.78732,0.303252,1.09297
0.285229,1.19354,0.361963,2.7873,0.303268,1.09297
0.285329,1.19353,0.361978,2.78729,0.303284,1.09296
0.285429,1.19351,0.361992,2.78728,0.3033,1.09295
0.285529,1.1935,0.362007,2.78726,0.303316,1.09294
0.285629,1.19348,0.362021,2.78725,0.303332,1.09294
0.285729,1.19346,0.362035,2.78723,0.303349,1.09293
0.285829,1.19345,0.36205,2.78722,0.303365,1.09292
0.285929,1.19343,0.362064,2.7872,0.303381,1.09291
0.286029,1.19342,0.362079,2.78719,0.303397,1.09291
0.286129,1.1934,0.362093,2.78717,0.303413,1.0929
0.286229,1.19338,0.362107,2.78716,0.303429,1.09289
0.286329,1.19337,0.362121,2.78715,0.303445,1.09288
0.286429,1.19335,0.362136,2.78713,0.303461,1.09287
0.286529,1.19333,0.36215,2.78712,0.303477,1.09287
0.286629,1.19332,0.362164,2.7871,0.303494,1.09286
0.286729,1.1933,0.362178,2.78708,0.30351,1.09285
0.286829,1.19328,0.362192,2.78707,0.303526,1.09284
0.286929,1.19327,0.362206,2.78705,0.303542,1.09283
0.287029,1.19325,0.362221,2.78704,0.303558,1.09282
0.287129,1.19323,0.362235,2.78702,0.303574,1.09282
0.287229,1.19322,0.362249,2.78701,0.30359,1.09281
0.287329,1.1932,0.362263,2.78699,0.303606,1.0928
0.287429,1.19318,0.362277,2.78697,0.303622,1.09279
0.287529,1.19316,0.362291,2.78696,0.303638,1.09278
0.287629,1.19315,0.362305,2.78694,0.303655,1.09277
0.287729,1.19313,0.362318,2.78693,0.303671,1.09277
0.287829,1.19311,0.362332,2.78691,0.303687,1.09276
0.287929,1.19309,0.362346,2.78689,0.303703,1.09275
0.288029,1.19308,0.36236,2.78688,0.303719,1.09274
0.288129,1.19306,0.362374,2.78686,0.303735,1.09273
0.288229,1.19304,0.362388,2.78684,0.303751,1.09272
0.288329,1.19302,0.362401,2.78683,0.303767,1.09271
0.288429,1.19301,0.362415,2.78681,0.303783,1.0927
0.288529,1.19299,0.362429,2.78679,0.303799,1.0927
0.288629,1.19297,0.362443,2.78678,0.303815,1.09269
0.288729,1.19295,0.362456,2.78676,0.303832,1.09268
0.288829,1.19293,0.36247,2.78674,0.303848,1.09267
0.288929,1.19291,0.362484,2.78672,0.303864,1.09266
0.289029,1.1929,0.362497,2.78671,0.30388,1.09265
0.289129,1.19288,0.362511,2.78669,0.303896,1.09264
0.289229,1.19286,0.362524,2.78667,0.303912,1.09263
0.289329,1.19284,0.362538,2.78665,0.303928,1.09262
0.289429,1.19282,0.362551,2.78663,0.303944,1.09261
0.289529,1.1928,0.362565,2.78662,0.30396,1.09261
0.289629,1.19278,0.362578,2.7866,0.303976,1.0926
0.289729,1.19277,0.362592,2.78658,0.303992,1.09259
0.289829,1.19275,0.362605,2.78656,0.304008,1.09258
0.289929,1.19273,0.362618,2.78654,0.304025,1.09257
0.290029,1.19271,0.362632,2.78653,0.304041,1.09256
0.290129,1.19269,0.362645,2.78651,0.304057,1.09255
0.290229,1.19267,0.362658,2.78649,0.304073,1.09254
0.290329,1.19265,0.362672,2.78647,0.304089,1.09253
0.290429,1.19263,0.362685,2.78645,0.304105,1.09252
0.290529,1.19261,0.362698,2.78643,0.304121,1.09251
0.290629,1.19259,0.362711,2.78641,0.304137,1.0925
0.290729,1.19257,0.362724,2.78639,0.304153,1.09249
0.290829,1.19255,0.362738,2.78637,0.304169,1.09248
0.290929,1.19253,0.362751,2.78635,0.304185,1.09247
0.291029,1.19251,0.362764,2.78634,0.304201,1.09246
0.291129,1.19249,0.362777,2.78632,0.304217,1.09245
0.291229,1.19247,0.36279,2.7863,0.304233,1.09244
0.291329,1.19245,0.362803,2.78628,0.30425,1.09243
0.291429,1.19243,0.362816,2.78626,0.304266,1.09242
0.291529,1.19241,0.362829,2.78624,0.304282,1.09241
0.291629,1.19239,0.362842,2.78622,0.304298,1.0924
0.291729,1.19237,0.362855,2.7862,0.304314,1.09239
0.291829,1.19235,0.362868,2.78618,0.30433,1.09238
0.291929,1.19233,0.362881,2.78616,0.304346,1.09237
0.292029,1.19231,0.362894,2.78614,0.304362,1.09236
0.292129,1.19229,0.362906,2.78611,0.304378,1.09235
0.292229,1.19227,0.362919,2.78609,0.304394,1.09234
0.292329,1.19225,0.362932,2.78607,0.30441,1.09233
0.292429,1.19223,0.362945,2.78605,0.304426,1.09232
0.292529,1.1922,0.362957,2.78603,0.304442,1.09231
0.292629,1.19218,0.36297,2.78601,0.304458,1.0923
0.292729,1.19216,0.362983,2.78599,0.304474,1.09229
0.292829,1.19214,0.362995,2.78597,0.30449,1.09228
0.292929,1.19212,0.363008,2.78595,0.304506,1.09227
0.293029,1.1921,0.363021,2.78593,0.304523,1.09226
0.293129,1.19208,0.363033,2.7859,0.304539,1.09225
0.293229,1.19205,0.363046,2.78588,0.304555,1.09224
0.293329,1.19203,0.363058,2.78586,0.304571,1.09223
0.293429,1.19201,0.363071,2.78584,0.304587,1.09222
0.293529,1.19199,0.363083,2.78582,0.304603,1.09221
0.293629,1.19197,0.363096,2.7858,0.304619,1.0922
0.293729,1.19195,0.363108,2.78577,0.304635,1.09219
0.293829,1.19192,0.363121,2.78575,0.304651,1.09218
0.293929,1.1919,0.363133,2.78573,0.304667,1.09216
0.294029,1.19188,0.363145,2.78571,0.304683,1.09215
0.294129,1.19186,0.363158,2.78568,0.304699,1.09214
0.294229,1.19183,0.36317,2.78566,0.304715,1.09213
0.294329,1.19181,0.363182,2.78564,0.304731,1.09212
0.294429,1.19179,0.363195,2.78562,0.304747,1.09211
0.294529,1.19177,0.363207,2.78559,0.304763,1.0921
0.294629,1.19174,0.363219,2.78557,0.304779,1.09209
0.294729,1.19172,0.363231,2.78555,0.304795,1.09208
0.294829,1.1917,0.363243,2.78552,0.304811,1.09207
0.294929,1.19168,0.363255,2.7855,0.304827,1.09205
0.29503,1.19165,0.363268,2.78548,0.304843,1.09204
0.29513,1.19163,0.36328,2.78545,0.304859,1.09203
0.29523,1.19161,0.363292,2.78543,0.304875,1.09202
0.29533,1.19158,0.363304,2.78541,0.304891,1.09201
0.29543,1.19156,0.363316,2.78538,0.304907,1.092
0.29553,1.19154,0.363328,2.78536,0.304923,1.09199
0.29563,1.19151,0.36334,2.78534,0.30494,1.09197
0.29573,1.19149,0.363352,2.78531,0.304956,1.09196
0.29583,1.19147,0.363364,2.78529,0.304972,1.09195
0.29593,1.19144,0.363375,2.78526,0.304988,1.09194
0.29603,1.19142,0.363387,2.78524,0.305004,1.09193
0.29613,1.1914,0.363399,2.78521,0.30502,1.09192
0.29623,1.19137,0.363411,2.78519,0.305036,1.09191
0.29633,1.19135,0.363423,2.78517,0.305052,1.09189
0.29643,1.19132,0.363434,2.78514,0.305068,1.09188
0.29653,1.1913,0.363446,2.78512,0.305084,1.09187
0.29663,1.19128,0.363458,2.78509,0.3051,1.09186
0.29673,1.19125,0.36347,2.78507,0.305116,1.09185
0.29683,1.19123,0.363481,2.78504,0.305132,1.09183
0.29693,1.1912,0.363493,2.78502,0.305148,1.09182
0.29703,1.19118,0.363504,2.78499,0.305164,1.09181
0.29713,1.19115,0.363516,2.78497,0.30518,1.0918
0.29723,1.19113,0.363528,2.78494,0.305196,1.09179
0.29733,1.1911,0.363539,2.78491,0.305212,1.09177
0.29743,1.19108,0.363551,2.78489,0.305228,1.09176
0.29753,1.19105,0.363562,2.78486,0.305244,1.09175
